RGB_medio_cafe,R_medio_cafe,G_medio_cafe,B_medio_cafe,RGB_std_cafe,R_std_cafe,G_std_cafe,B_std_cafe,RGB_medio_folha,RGB_std_folha,HSV_medio_cafe,H_medio_cafe,S_medio_cafe,V_medio_cafe,HSV_std_cafe,H_std_cafe,S_std_cafe,V_std_cafe,HSV_medio_folha,HSV_std_folha,Agtron
41.536,27.485,40.701,56.421,34.296,26.019,32.339,37.233,164.015,19.042,76.428,15.583,157.257,56.445,72.181,20.985,56.313,37.199,118.538,52.817,Agtron 45
55.669,30.992,53.496,82.52,34.533,23.669,27.95,30.023,190.095,9.78,89.18,12.752,172.269,82.52,72.221,4.718,43.986,30.023,112.126,73.734,Agtron 55
60.481,34.12,58.367,88.956,36.04,24.103,28.726,31.308,190.095,9.78,90.317,12.941,169.055,88.956,70.678,4.819,42.358,31.308,112.126,73.734,Agtron 55
59.949,33.939,57.465,88.443,35.874,24.259,28.579,31.001,190.095,9.78,90.046,12.668,169.026,88.444,70.728,4.942,42.359,31.0,112.126,73.734,Agtron 55
61.316,35.095,58.997,89.856,36.626,24.711,29.537,32.154,190.095,9.78,90.044,12.751,167.523,89.857,70.368,4.692,42.685,32.153,112.126,73.734,Agtron 55
49.854,28.902,49.78,70.88,37.844,26.216,34.329,39.367,169.488,12.631,86.972,16.0,174.022,70.894,75.998,18.617,50.59,39.344,110.785,59.782,Agtron 55
50.783,29.295,50.852,72.201,38.7,26.543,35.115,40.434,169.488,12.631,87.331,15.841,173.944,72.209,75.834,17.264,49.793,40.421,110.785,59.782,Agtron 55
50.951,28.87,51.002,72.98,37.533,25.382,33.537,38.527,169.488,12.631,88.087,16.104,175.165,72.992,75.642,18.106,48.607,38.504,110.785,59.782,Agtron 55
46.673,25.663,45.996,68.359,37.128,24.524,33.326,38.876,169.85,9.927,87.98,15.391,180.179,68.371,78.216,18.915,48.283,38.855,105.098,62.521,Agtron 55
48.09,27.277,47.153,69.841,37.781,25.53,34.076,39.524,169.85,9.927,87.113,15.14,176.347,69.853,76.875,18.635,48.793,39.503,105.098,62.521,Agtron 55
43.257,22.94,42.532,64.298,34.55,22.094,30.411,36.224,169.85,9.927,87.651,15.363,183.278,64.313,79.13,18.719,47.004,36.198,105.098,62.521,Agtron 55
47.913,25.461,47.608,70.669,37.007,23.509,32.723,38.25,169.85,9.927,89.206,15.531,181.406,70.681,77.681,17.328,45.492,38.229,105.098,62.521,Agtron 55
47.388,24.94,46.758,70.467,36.113,23.194,31.375,36.784,169.85,9.927,89.651,15.185,183.29,70.478,78.362,16.638,45.961,36.763,105.098,62.521,Agtron 55
62.114,32.843,61.674,91.826,37.751,23.416,29.366,33.542,191.349,9.862,93.919,14.478,175.453,91.826,72.47,5.362,40.485,33.542,112.438,74.27,Agtron 65
59.76,31.015,59.489,88.775,35.231,22.283,26.712,29.078,191.349,9.862,93.262,14.587,176.423,88.775,72.103,4.854,40.021,29.078,112.438,74.27,Agtron 65
62.193,32.952,62.305,91.323,36.303,23.344,27.731,30.597,191.349,9.862,93.394,14.915,173.942,91.323,71.276,4.133,40.454,30.597,112.438,74.27,Agtron 65
60.327,32.295,59.566,89.121,37.711,23.56,30.341,34.281,190.598,9.768,92.661,13.986,174.876,89.121,72.718,5.892,41.14,34.281,112.185,73.974,Agtron 65
59.921,32.126,58.915,88.723,35.585,22.368,27.605,30.551,190.598,9.768,91.983,13.875,173.352,88.723,71.515,4.923,40.66,30.551,112.185,73.974,Agtron 65
59.146,32.156,58.172,87.109,36.284,23.332,28.96,32.483,190.598,9.768,91.158,13.864,172.501,87.109,71.772,5.735,41.931,32.483,112.185,73.974,Agtron 65
62.447,33.525,61.907,91.911,36.466,22.321,27.944,31.705,190.598,9.768,92.789,14.309,172.147,91.911,70.731,4.619,39.048,31.705,112.185,73.974,Agtron 65
59.609,31.407,58.882,88.539,36.542,22.565,28.608,32.335,190.598,9.768,92.835,14.109,175.857,88.54,72.641,5.268,40.593,32.335,112.185,73.974,Agtron 65
50.779,26.266,51.219,74.852,39.099,24.309,34.575,40.239,168.364,8.585,91.516,15.773,183.915,74.86,78.369,15.938,44.733,40.226,102.484,62.982,Agtron 65
57.987,30.465,58.724,84.772,42.96,27.069,37.853,43.539,168.364,8.585,94.181,15.899,181.864,84.779,77.564,14.597,45.122,43.527,102.484,62.982,Agtron 65
61.912,33.465,62.846,89.426,43.999,27.464,38.618,44.666,168.364,8.585,94.12,16.182,176.747,89.432,75.359,15.131,43.478,44.654,102.484,62.982,Agtron 65
53.41,27.023,54.13,79.077,40.491,24.987,35.576,40.901,168.364,8.585,93.713,16.119,185.932,79.088,78.836,16.018,44.482,40.881,102.484,62.982,Agtron 65
56.557,29.431,57.344,82.895,42.377,26.555,37.336,43.106,168.471,6.961,94.092,16.308,183.062,82.905,78.104,16.456,45.629,43.088,97.555,65.962,Agtron 65
54.696,28.229,55.459,80.4,43.624,27.137,39.125,45.608,168.471,6.961,94.252,16.488,185.855,80.413,79.821,17.99,45.634,45.587,97.555,65.962,Agtron 65
55.9,27.798,57.048,82.852,41.697,25.768,36.222,41.502,168.471,6.961,95.321,16.149,186.957,82.858,78.823,13.909,43.629,41.49,97.555,65.962,Agtron 65
72.675,39.294,72.734,105.996,41.821,25.56,32.262,36.446,192.248,9.854,97.353,14.846,171.216,105.997,71.141,4.227,38.722,36.446,112.768,74.652,Agtron 75
74.011,39.887,74.464,107.683,41.524,25.103,31.357,35.508,192.248,9.854,97.777,15.161,170.488,107.683,70.529,3.648,37.928,35.508,112.768,74.652,Agtron 75
73.933,40.06,74.126,107.614,41.467,25.085,31.34,35.571,192.248,9.854,97.504,14.928,169.971,107.614,70.451,3.241,37.972,35.571,112.768,74.652,Agtron 75
70.268,36.759,69.953,104.092,41.735,25.039,31.871,36.273,192.248,9.854,98.104,14.541,175.678,104.092,72.717,4.176,38.649,36.273,112.768,74.652,Agtron 75
62.99,31.384,64.384,93.201,47.058,28.763,40.905,47.215,167.246,6.776,98.977,16.661,187.061,93.21,79.459,16.35,43.339,47.197,96.496,65.715,Agtron 75
59.579,28.305,60.798,89.635,44.306,25.511,37.837,43.859,167.246,6.776,98.892,16.258,190.775,89.643,80.113,15.219,41.758,43.843,96.496,65.715,Agtron 75
65.401,31.844,66.861,97.498,45.357,26.572,37.975,43.188,167.246,6.776,100.188,16.207,186.856,97.502,78.13,13.42,41.197,43.179,96.496,65.715,Agtron 75
62.455,30.451,63.714,93.2,45.473,26.831,38.802,44.796,167.246,6.776,99.256,16.372,188.187,93.21,79.268,15.587,42.28,44.777,96.496,65.715,Agtron 75
30.44,26.082,26.389,38.849,19.132,15.934,17.004,21.188,167.15,10.564,68.163,72.398,93.013,39.077,56.086,79.69,34.147,20.95,109.053,59.838,Agtron 25
29.751,25.172,26.501,37.58,18.071,14.924,16.072,20.144,167.15,10.564,60.332,54.821,88.379,37.797,52.851,73.262,35.895,19.983,109.053,59.838,Agtron 25
31.25,26.522,27.987,39.243,21.501,18.23,19.562,23.979,167.15,10.564,60.628,54.881,87.547,39.457,53.377,72.988,38.067,23.771,109.053,59.838,Agtron 25
30.796,26.188,27.394,38.806,20.933,17.595,18.984,23.402,167.15,10.564,61.993,58.625,88.292,39.061,53.901,74.454,37.5,23.182,109.053,59.838,Agtron 25
29.505,25.362,26.332,36.822,19.466,16.469,17.786,21.642,167.15,10.564,61.416,60.937,86.233,37.078,53.655,75.404,35.822,21.425,109.053,59.838,Agtron 25
25.969,24.212,23.123,30.572,19.314,16.981,17.987,21.79,172.291,5.603,66.09,89.377,77.136,31.758,53.798,70.771,37.138,21.259,102.249,66.079,Agtron 25
24.846,23.329,22.524,28.685,19.034,16.886,17.881,21.438,172.291,5.603,62.752,87.14,71.184,29.933,52.838,69.009,37.825,20.965,102.249,66.079,Agtron 25
25.38,24.234,23.144,28.764,18.591,16.873,17.626,20.586,172.291,5.603,62.171,87.848,68.387,30.28,51.634,66.566,37.997,20.208,102.249,66.079,Agtron 25
26.005,23.387,23.247,31.38,19.388,16.793,17.834,22.007,172.291,5.603,62.94,76.525,79.969,32.326,53.657,71.736,40.201,21.524,102.249,66.079,Agtron 25
25.474,24.242,23.118,29.062,19.438,18.044,18.581,21.042,172.291,5.603,63.824,91.414,69.7,30.359,52.998,69.149,35.983,20.837,102.249,66.079,Agtron 25
25.653,23.482,23.114,30.362,18.883,16.687,17.652,21.126,172.291,5.603,62.069,79.312,75.561,31.334,53.029,71.45,38.482,20.649,102.249,66.079,Agtron 25
25.747,23.397,23.223,30.62,18.493,15.853,17.02,21.198,172.291,5.603,61.068,74.992,76.478,31.733,52.161,69.876,39.478,20.719,102.249,66.079,Agtron 25
26.18,24.029,23.494,31.018,19.561,17.275,18.216,21.965,172.291,5.603,63.844,81.559,77.789,32.183,53.076,70.71,38.387,21.614,102.249,66.079,Agtron 25
36.121,27.542,31.928,48.892,22.867,16.543,19.501,25.699,172.623,5.24,63.842,30.428,112.14,48.957,54.758,57.532,36.862,25.61,101.519,66.361,Agtron 35
36.064,27.094,31.917,49.182,24.254,17.073,20.877,27.708,172.623,5.24,64.773,30.923,114.147,49.249,55.701,57.716,37.271,27.623,101.519,66.361,Agtron 35
33.692,25.028,29.654,46.395,21.432,14.57,17.779,24.432,172.623,5.24,63.713,28.225,116.45,46.464,56.03,54.985,38.264,24.339,101.519,66.361,Agtron 35
36.04,26.448,31.809,49.862,23.377,15.94,19.661,26.416,172.623,5.24,65.077,26.154,119.166,49.91,56.384,52.795,37.218,26.35,101.519,66.361,Agtron 35
35.737,27.113,31.617,48.481,21.265,14.899,17.805,23.747,172.623,5.24,63.389,28.535,113.081,48.553,54.125,55.552,35.207,23.64,101.519,66.361,Agtron 35
38.242,27.841,33.57,53.313,24.84,17.35,20.788,27.583,171.277,5.509,67.733,26.518,123.308,53.374,57.571,52.953,37.281,27.495,101.767,65.636,Agtron 35
36.868,26.532,32.416,51.655,24.02,16.179,20.066,26.853,171.277,5.509,66.848,24.848,124.008,51.686,57.503,51.242,36.252,26.811,101.767,65.636,Agtron 35
40.068,28.271,35.384,56.55,25.72,17.264,21.171,28.381,171.277,5.509,68.679,21.573,127.879,56.585,58.458,46.097,38.14,28.329,101.767,65.636,Agtron 35
38.907,27.576,34.327,54.817,25.151,17.387,20.891,27.505,171.277,5.509,67.682,20.226,127.988,54.833,58.211,44.533,37.056,27.483,101.767,65.636,Agtron 35
37.806,27.036,33.379,53.003,24.556,16.359,20.45,27.507,171.277,5.509,67.435,24.448,124.825,53.031,57.795,50.462,37.029,27.466,101.767,65.636,Agtron 35
39.216,28.035,34.688,54.924,24.974,17.429,21.005,27.089,171.277,5.509,67.431,20.24,127.106,54.947,57.642,44.562,36.142,27.055,101.767,65.636,Agtron 35
47.383,30.359,42.797,68.992,30.332,18.675,24.754,31.949,171.918,5.75,76.239,14.439,145.279,68.998,62.632,29.749,35.0,31.94,102.859,65.843,Agtron 45
47.011,30.063,42.225,68.746,30.111,17.993,24.251,32.026,171.918,5.75,76.317,14.961,145.234,68.755,62.969,31.68,35.996,32.011,102.859,65.843,Agtron 45
47.317,30.229,42.525,69.198,30.025,18.336,24.114,31.513,171.918,5.75,76.414,13.986,146.052,69.204,63.033,29.074,35.82,31.501,102.859,65.843,Agtron 45
44.988,29.178,40.305,65.48,29.055,17.837,23.47,31.173,171.918,5.75,74.251,13.924,143.342,65.487,62.466,29.638,36.971,31.161,102.859,65.843,Agtron 45
45.436,28.957,40.744,66.608,29.243,17.455,23.362,31.196,171.918,5.75,75.334,13.901,145.489,66.613,63.089,29.214,36.642,31.187,102.859,65.843,Agtron 45
48.45,31.103,43.776,70.471,32.585,20.76,27.309,34.655,171.918,5.75,76.677,13.555,146.002,70.475,63.802,28.068,37.352,34.648,102.859,65.843,Agtron 45
48.353,30.984,43.522,70.554,30.33,18.339,24.277,31.878,171.918,5.75,76.576,13.593,145.574,70.56,62.794,27.808,35.73,31.867,102.859,65.843,Agtron 45
48.197,30.823,43.521,70.248,31.976,19.052,26.364,34.632,171.918,5.75,76.647,14.999,144.683,70.257,63.321,31.672,36.839,34.617,102.859,65.843,Agtron 45
47.736,30.605,43.026,69.577,30.388,18.224,24.509,32.322,171.918,5.75,76.496,15.122,144.778,69.587,62.81,31.612,36.271,32.305,102.859,65.843,Agtron 45
45.766,28.98,40.86,67.459,29.6,17.532,23.585,31.438,171.918,5.75,76.416,14.577,147.206,67.464,63.694,31.354,35.84,31.429,102.859,65.843,Agtron 45
56.053,33.753,51.314,83.092,35.843,21.331,29.228,35.972,172.044,5.167,83.998,12.529,156.371,83.094,66.368,21.168,33.554,35.967,100.892,66.112,Agtron 55
53.792,32.431,48.852,80.094,34.981,20.759,28.451,35.471,172.044,5.167,82.913,12.462,156.182,80.096,66.392,22.244,33.633,35.467,100.892,66.112,Agtron 55
53.399,32.259,48.521,79.417,35.787,20.956,29.326,37.355,172.044,5.167,82.901,14.248,155.035,79.421,66.606,27.95,34.701,37.348,100.892,66.112,Agtron 55
52.53,32.025,47.921,77.644,34.814,20.744,28.661,36.22,172.044,5.167,81.647,13.736,153.555,77.649,65.751,25.971,34.428,36.211,100.892,66.112,Agtron 55
52.764,31.791,47.896,78.605,34.529,20.058,27.81,35.632,172.044,5.167,82.34,13.191,155.222,78.607,66.299,24.954,34.457,35.629,100.892,66.112,Agtron 55
53.575,32.644,48.903,79.179,35.119,21.002,28.9,36.169,172.044,5.167,82.243,13.515,154.029,79.183,65.819,25.326,34.077,36.161,100.892,66.112,Agtron 55
53.714,32.852,48.743,79.547,34.864,20.934,28.524,35.599,172.044,5.167,82.196,12.795,154.242,79.551,65.775,23.881,33.581,35.593,100.892,66.112,Agtron 55
54.801,33.721,50.171,80.512,35.357,21.113,29.361,36.272,172.044,5.167,82.095,13.264,152.508,80.514,65.184,24.608,33.583,36.269,100.892,66.112,Agtron 55
54.678,32.828,50.094,81.112,35.442,20.897,28.824,36.106,172.044,5.167,83.44,12.736,156.47,81.114,66.415,21.787,33.42,36.103,100.892,66.112,Agtron 55
61.672,34.701,57.802,92.513,38.337,21.31,30.4,36.569,172.84,4.988,89.939,12.571,164.731,92.513,68.78,15.265,32.183,36.569,100.436,66.536,Agtron 65
61.406,35.454,58.146,90.618,38.244,21.855,31.228,37.383,172.84,4.988,87.802,12.726,160.063,90.618,67.296,14.928,33.166,37.383,100.436,66.536,Agtron 65
61.874,35.332,58.612,91.68,38.629,21.721,31.276,37.724,172.84,4.988,88.803,12.894,161.833,91.681,68.01,15.245,33.421,37.722,100.436,66.536,Agtron 65
61.19,35.212,57.907,90.451,38.502,21.922,31.594,37.772,172.84,4.988,87.963,12.74,160.698,90.451,67.567,15.189,32.916,37.77,100.436,66.536,Agtron 65
59.921,34.449,56.303,89.011,37.655,21.249,30.58,36.863,172.84,4.988,87.654,12.907,161.042,89.013,67.609,17.238,32.902,36.86,100.436,66.536,Agtron 65
62.239,35.745,58.796,92.174,38.685,22.178,31.444,37.405,172.84,4.988,88.904,12.914,161.623,92.175,67.792,15.808,32.636,37.402,100.436,66.536,Agtron 65
60.422,34.376,57.248,89.642,39.025,21.828,31.971,39.089,172.84,4.988,88.274,13.319,161.86,89.643,68.404,17.598,34.131,39.087,100.436,66.536,Agtron 65
58.315,34.174,54.599,86.173,38.114,22.236,31.747,38.51,172.84,4.988,85.936,13.018,158.615,86.175,67.274,19.3,33.51,38.506,100.436,66.536,Agtron 65
61.466,35.301,58.2,90.896,38.453,21.985,31.299,37.57,172.84,4.988,88.271,13.289,160.626,90.898,67.58,17.054,33.685,37.566,100.436,66.536,Agtron 65
61.494,35.672,58.287,90.524,38.932,22.478,32.176,38.559,172.84,4.988,87.791,13.436,159.413,90.525,67.345,18.07,33.574,38.556,100.436,66.536,Agtron 65
59.143,34.185,55.7,87.544,37.799,21.8,31.081,37.465,171.06,7.691,87.062,13.279,160.361,87.547,67.487,18.413,33.232,37.46,104.903,63.954,Agtron 65
60.866,34.396,57.155,91.048,38.716,21.857,31.164,37.715,171.06,7.691,89.351,12.554,164.451,91.049,68.864,14.849,32.297,37.714,104.903,63.954,Agtron 65
60.341,34.47,56.618,89.936,38.234,21.726,30.904,37.408,171.06,7.691,88.459,13.163,162.278,89.938,68.057,18.064,32.388,37.405,104.903,63.954,Agtron 65
58.115,32.997,54.646,86.7,38.434,21.825,31.587,38.696,171.06,7.691,87.557,12.769,163.201,86.701,68.694,16.381,32.786,38.695,104.903,63.954,Agtron 65
59.577,33.553,56.339,88.839,38.667,21.728,31.594,38.355,171.06,7.691,88.63,13.004,164.048,88.839,68.903,16.101,33.25,38.354,104.903,63.954,Agtron 65
59.652,33.624,55.881,89.452,38.64,21.92,31.296,37.94,171.06,7.691,89.013,12.517,165.069,89.452,69.224,15.408,32.601,37.938,104.903,63.954,Agtron 65
57.882,33.044,54.044,86.558,38.337,21.817,31.364,38.674,171.06,7.691,87.355,13.031,162.473,86.56,68.662,19.067,33.419,38.67,104.903,63.954,Agtron 65
57.184,31.865,53.273,86.414,37.394,20.796,29.96,36.799,171.06,7.691,88.36,12.531,166.134,86.414,69.476,16.582,32.393,36.798,104.903,63.954,Agtron 65
60.038,34.46,56.267,89.388,38.63,22.698,31.688,37.784,171.06,7.691,88.395,12.732,163.064,89.388,68.695,16.783,33.862,37.783,104.903,63.954,Agtron 65
57.873,32.827,54.161,86.631,37.364,20.835,30.091,37.155,171.06,7.691,87.423,12.597,163.04,86.632,68.267,16.219,31.941,37.153,104.903,63.954,Agtron 65
60.543,34.712,57.093,89.826,37.186,21.47,29.867,35.479,171.06,7.691,88.335,12.529,162.65,89.826,67.768,13.702,32.548,35.479,104.903,63.954,Agtron 65
63.098,36.024,59.883,93.388,38.724,22.173,31.427,36.857,171.06,7.691,89.596,12.983,162.416,93.388,67.848,14.919,32.286,36.856,104.903,63.954,Agtron 65
61.125,35.25,57.673,90.452,37.999,22.38,31.105,36.359,171.06,7.691,88.246,12.456,161.829,90.453,67.818,13.589,33.581,36.357,104.903,63.954,Agtron 65
60.725,34.31,57.441,90.424,37.619,20.952,29.938,36.327,171.06,7.691,88.81,12.772,163.234,90.425,68.093,14.095,32.687,36.325,104.903,63.954,Agtron 75
69.223,38.727,66.49,102.452,42.645,24.435,34.878,40.009,172.875,5.065,93.817,12.913,166.087,102.452,69.899,10.753,33.142,40.009,100.646,66.516,Agtron 75
72.458,41.158,69.829,106.388,45.044,26.149,37.381,43.22,172.875,5.065,94.581,13.202,164.152,106.388,70.2,12.305,34.099,43.22,100.646,66.516,Agtron 75
69.171,38.698,66.049,102.766,43.773,25.225,36.101,41.733,172.875,5.065,94.019,13.068,166.223,102.767,70.483,13.85,33.576,41.732,100.646,66.516,Agtron 75
67.286,37.39,64.053,100.416,43.339,24.772,35.771,41.711,172.875,5.065,93.554,12.703,167.544,100.416,71.023,12.722,34.243,41.711,100.646,66.516,Agtron 75
65.224,36.303,62.058,97.31,43.216,24.461,35.973,42.83,172.875,5.065,92.297,13.097,166.485,97.31,70.769,15.567,33.863,42.829,100.646,66.516,Agtron 75
70.093,39.607,67.124,103.547,45.372,26.953,38.214,43.95,172.875,5.065,93.988,13.035,165.383,103.548,70.969,13.22,35.519,43.949,100.646,66.516,Agtron 75
65.513,36.537,62.226,97.775,42.689,24.139,35.263,41.828,172.875,5.065,92.401,12.934,166.494,97.775,70.587,14.78,33.852,41.827,100.646,66.516,Agtron 75
71.645,40.427,68.617,105.892,44.26,25.772,36.356,41.645,172.875,5.065,94.786,13.146,165.32,105.893,70.305,13.245,33.99,41.643,100.646,66.516,Agtron 75
68.138,37.688,64.779,101.946,43.326,24.688,35.345,41.126,172.875,5.065,94.088,12.633,167.684,101.946,70.898,12.231,33.55,41.125,100.646,66.516,Agtron 75
71.52,39.871,69.15,105.539,43.257,24.564,35.156,40.12,172.875,5.065,94.889,13.497,165.632,105.539,69.83,12.405,33.508,40.119,100.646,66.516,Agtron 75
71.415,39.392,69.22,105.633,42.55,23.877,34.043,38.748,172.875,5.065,95.263,13.431,166.725,105.633,69.856,10.588,33.396,38.747,100.646,66.516,Agtron 75
67.498,38.023,64.6,99.87,41.464,23.826,33.787,39.03,172.875,5.065,92.633,13.027,165.001,99.871,69.353,12.504,33.517,39.029,100.646,66.516,Agtron 75
